,Unnamed: 0,doc_id,sent_id,verb_id,verb,check_verb,main_verb,lemma_verb,cluster_title
2574,1211,112,6,19,determine,"[(9148364968459358513, 0, 1)]",determine,determine,observe
2575,1212,112,7,6,contains,"[(9148364968459358513, 0, 1)]",contains,contain,observe
2576,1214,113,1,5,affects,"[(9148364968459358513, 0, 1)]",affects,affect,affect
2577,1216,113,3,5,have been detected,"[(9148364968459358513, 2, 3)]",detected,detect,detect
2578,1216,113,3,16,aims,"[(9148364968459358513, 0, 1)]",aims,aim,aim
2579,1216,113,3,18,detect,"[(9148364968459358513, 0, 1)]",detect,detect,detect
2580,1217,113,4,13,were used,"[(9148364968459358513, 1, 2)]",used,use,use
2581,1218,113,5,4,were sequenced,"[(9148364968459358513, 1, 2)]",sequenced,sequence,sequence
2582,1219,113,6,2,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2583,1219,113,6,7,belonged,"[(9148364968459358513, 0, 1)]",belonged,belong,belong
2584,1219,113,6,22,belonged,"[(9148364968459358513, 0, 1)]",belonged,belong,belong
2585,1219,113,6,37,grouped,"[(9148364968459358513, 0, 1)]",grouped,group,group
2586,1219,113,6,49,belonged,"[(9148364968459358513, 0, 1)]",belonged,belong,belong
2587,1220,113,7,2,also showed,"[(9148364968459358513, 1, 2)]",showed,show,show
2588,1221,113,8,7,were isolated,"[(9148364968459358513, 1, 2)]",isolated,isolate,isolate
2589,1221,113,8,16,were isolated,"[(9148364968459358513, 1, 2)]",isolated,isolate,isolate
2590,1221,113,8,30,were isolated,"[(9148364968459358513, 1, 2)]",isolated,isolate,isolate
2591,1221,113,8,45,was isolated,"[(9148364968459358513, 1, 2)]",isolated,isolate,isolate
2592,1221,113,8,27,belonging,"[(9148364968459358513, 0, 1)]",belonging,belong,belong
2593,1221,113,8,37,belonging,"[(9148364968459358513, 0, 1)]",belonging,belong,belong
2594,1222,113,9,6,is emerging,"[(9148364968459358513, 1, 2)]",emerging,emerge,emerge
2595,1223,113,10,2,will have,"[(9148364968459358513, 1, 2)]",have,have,
2596,1224,114,0,12,is playing,"[(9148364968459358513, 1, 2)]",playing,play,play
2597,1224,114,0,18,counteracting,"[(9148364968459358513, 0, 1)]",counteracting,counteract,weaken
2598,1225,114,1,14,have been published,"[(9148364968459358513, 2, 3)]",published,publish,emerge
2599,1225,114,1,9,associated,"[(9148364968459358513, 0, 1)]",associated,associate,associate
2600,1226,114,2,14,associated,"[(9148364968459358513, 0, 1)]",associated,associate,associate
2601,1226,114,2,20,occurring,"[(9148364968459358513, 0, 1)]",occurring,occur,receive
2602,1227,115,0,8,affects,"[(9148364968459358513, 0, 1)]",affects,affect,affect
2603,1228,115,1,17,urgently required,"[(9148364968459358513, 1, 2)]",required,require,need
2604,1228,115,1,7,occurs,"[(9148364968459358513, 0, 1)]",occurs,occur,receive
2605,1229,115,2,7,can induce,"[(9148364968459358513, 1, 2)]",induce,induce,induce
2606,1229,115,2,20,have developed,"[(9148364968459358513, 1, 2)]",developed,develop,develop
2607,1229,115,2,1,develop,"[(9148364968459358513, 0, 1)]",develop,develop,develop
2608,1229,115,2,26,using,"[(9148364968459358513, 0, 1)]",using,use,use
2609,1229,115,2,33,modified,"[(9148364968459358513, 0, 1)]",modified,modify,modify
2610,1229,115,2,41,encoding,"[(9148364968459358513, 0, 1)]",encoding,encode,encode
2611,1230,115,3,2,alone generated,"[(9148364968459358513, 1, 2)]",generated,generate,generate
2612,1231,115,4,11,adjuvant significantly enhanced,"[(9148364968459358513, 2, 3)]",enhanced,enhance,enhance
2613,1232,115,5,15,further enhanced,"[(9148364968459358513, 1, 2)]",enhanced,enhance,enhance
2614,1232,115,5,0,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
2615,1232,115,5,2,chad,"[(9148364968459358513, 0, 1)]",chad,chad,
2616,1232,115,5,9,followed,"[(9148364968459358513, 0, 1)]",followed,follow,follow
2617,1232,115,5,24,induced,"[(9148364968459358513, 0, 1)]",induced,induce,induce
2618,1233,115,6,6,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2619,1233,115,6,20,producing,"[(9148364968459358513, 0, 1)]",producing,produce,induce
2620,1234,115,7,5,generated genetically adjuvanted chad,"[(9148364968459358513, 0, 1), (9148364968459358513, 2, 3), (9148364968459358513, 2, 4), (9148364968459358513, 3, 4)]",chad,chad,
2621,1234,115,7,11,vectored,"[(9148364968459358513, 0, 1)]",vectored,vectored,
2622,1234,115,7,18,induce,"[(9148364968459358513, 0, 1)]",induce,induce,induce
2623,1235,115,8,5,pave,"[(9148364968459358513, 0, 1)]",pave,pave,pave
2624,1236,116,0,6,usually occurs,"[(9148364968459358513, 1, 2)]",occurs,occur,receive
2625,1237,116,1,2,has,"[(9148364968459358513, 0, 1)]",has,have,
2626,1237,116,1,5,lasting,"[(9148364968459358513, 0, 1)]",lasting,last,induce
2627,1238,116,2,3,are used,"[(9148364968459358513, 1, 2)]",used,use,use
2628,1238,116,2,11,do recapitulate,"[(9148364968459358513, 1, 2)]",recapitulate,recapitulate,recapitulate
2629,1238,116,2,6,investigate,"[(9148364968459358513, 0, 1)]",investigate,investigate,investigate
2630,1239,116,3,12,understanding,"[(9148364968459358513, 0, 1)]",understanding,understand,receive
2631,1239,116,3,18,designing,"[(9148364968459358513, 0, 1)]",designing,design,design
2632,1240,117,0,43,pubmed was searched,"[(9148364968459358513, 2, 3)]",searched,search,explore
2633,1240,117,0,3,probably given,"[(9148364968459358513, 1, 2)]",given,give,receive
2634,1240,117,0,86,were included,"[(9148364968459358513, 1, 2)]",included,include,include
2635,1240,117,0,91,were found,"[(9148364968459358513, 1, 2)]",found,find,receive
2636,1240,117,0,147,was found,"[(9148364968459358513, 1, 2)]",found,find,receive
2637,1240,117,0,172,was found,"[(9148364968459358513, 1, 2)]",found,find,receive
2638,1240,117,0,9,vaccinated,"[(9148364968459358513, 0, 1)]",vaccinated,vaccinate,vaccinate
2639,1240,117,0,11,assuming,"[(9148364968459358513, 0, 1)]",assuming,assume,include
2640,1240,117,0,16,spread,"[(9148364968459358513, 0, 1)]",spread,spread,circulate
2641,1240,117,0,28,determine,"[(9148364968459358513, 0, 1)]",determine,determine,observe
2642,1240,117,0,31,vaccinated,"[(9148364968459358513, 0, 1)]",vaccinated,vaccinate,vaccinate
2643,1240,117,0,108,revealed,"[(9148364968459358513, 0, 1)]",revealed,reveal,receive
2644,1240,117,0,121,vaccinated,"[(9148364968459358513, 0, 1)]",vaccinated,vaccinate,vaccinate
2645,1240,117,0,128,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
2646,1240,117,0,170,sterilizing,"[(9148364968459358513, 0, 1)]",sterilizing,sterilize,describe
2647,1240,117,0,193,took,"[(9148364968459358513, 0, 1)]",took,take,induce
2648,1240,117,0,205,dose,"[(9148364968459358513, 0, 1)]",dose,dose,dose
2649,1240,117,0,220,administered,"[(9148364968459358513, 0, 1)]",administered,administer,treat
2650,1240,117,0,226,based,"[(9148364968459358513, 0, 1)]",based,base,base
2651,1240,117,0,231,seems,"[(9148364968459358513, 0, 1)]",seems,seem,aim
2652,1240,117,0,235,vaccinated,"[(9148364968459358513, 0, 1)]",vaccinated,vaccinate,vaccinate
2653,1241,118,0,32,is approved,"[(9148364968459358513, 1, 2)]",approved,approve,approve
2654,1242,118,1,18,were measured,"[(9148364968459358513, 1, 2)]",measured,measure,evaluate
2655,1243,118,2,1,were analyzed,"[(9148364968459358513, 1, 2)]",analyzed,analyze,test
2656,1243,118,2,7,accounting,"[(9148364968459358513, 0, 1)]",accounting,account,report
2657,1244,118,3,9,had,"[(9148364968459358513, 0, 1)]",had,have,
2658,1245,118,4,34,strongly reduced,"[(9148364968459358513, 1, 2)]",reduced,reduce,reduce
2659,1245,118,4,37,increasing,"[(9148364968459358513, 0, 1)]",increasing,increase,increase
2660,1246,118,5,24,were found,"[(9148364968459358513, 1, 2)]",found,find,receive
2661,1246,118,5,7,reaching,"[(9148364968459358513, 0, 1)]",reaching,reach,make
2662,1246,118,5,28,produce,"[(9148364968459358513, 0, 1)]",produce,produce,induce
2663,1247,118,6,18,should help,"[(9148364968459358513, 1, 2)]",help,help,serve
2664,1247,118,6,21,evaluate,"[(9148364968459358513, 0, 1)]",evaluate,evaluate,evaluate
2665,1248,118,7,5,should be undertaken,"[(9148364968459358513, 2, 3)]",undertaken,undertake,assay
2666,1248,118,7,1,suggest,"[(9148364968459358513, 0, 1)]",suggest,suggest,induce
2667,1248,118,7,9,prevent,"[(9148364968459358513, 0, 1)]",prevent,prevent,prevent
2668,1248,118,7,19,vaccinated,"[(9148364968459358513, 0, 1)]",vaccinated,vaccinate,vaccinate
2669,1249,118,8,6,contains,"[(9148364968459358513, 0, 1)]",contains,contain,observe
2670,1251,119,1,2,rapidly advancing,"[(9148364968459358513, 1, 2)]",advancing,advance,boost
2671,1251,119,1,13,understanding,"[(9148364968459358513, 0, 1)]",understanding,understand,receive
2672,1251,119,1,17,translate,"[(9148364968459358513, 0, 1)]",translate,translate,receive
2673,1251,119,1,29,remains,"[(9148364968459358513, 0, 1)]",remains,remain,induce
2674,1252,119,2,3,following,"[(9148364968459358513, 0, 1)]",following,follow,follow
2675,1252,119,2,17,allows,"[(9148364968459358513, 0, 1)]",allows,allow,include
2676,1253,119,3,23,are increasing,"[(9148364968459358513, 1, 2)]",increasing,increase,increase
2677,1253,119,3,4,suggest,"[(9148364968459358513, 0, 1)]",suggest,suggest,induce
2678,1253,119,3,8,neutralizing,"[(9148364968459358513, 0, 1)]",neutralizing,neutralize,neutralize
2679,1253,119,3,16,documented,"[(9148364968459358513, 0, 1)]",documented,document,document
2680,1254,119,4,0,understanding,"[(9148364968459358513, 0, 1)]",understanding,understand,receive
2681,1254,119,4,28,understanding,"[(9148364968459358513, 0, 1)]",understanding,understand,receive
2682,1255,119,5,3,summarize,"[(9148364968459358513, 0, 1)]",summarize,summarize,provide
2683,1256,120,0,10,predisposes,"[(9148364968459358513, 0, 1)]",predisposes,predispose,predispose
2684,1257,120,1,2,compare,"[(9148364968459358513, 0, 1)]",compare,compare,compare
2685,1258,120,2,14,included,"[(9148364968459358513, 0, 1)]",included,include,include
2686,1258,120,2,24,confirmed,"[(9148364968459358513, 0, 1)]",confirmed,confirm,confirm
2687,1259,120,3,1,were questioned concerning,"[(9148364968459358513, 1, 2), (9148364968459358513, 1, 3), (9148364968459358513, 2, 3)]",concerning,concern,relate
2688,1259,120,3,7,was determined,"[(9148364968459358513, 1, 2)]",determined,determine,observe
2689,1260,120,4,1,was used,"[(9148364968459358513, 1, 2)]",used,use,use
2690,1260,120,4,10,squared,"[(9148364968459358513, 0, 1)]",squared,square,square
2691,1261,120,5,10,were confirmed,"[(9148364968459358513, 1, 2)]",confirmed,confirm,confirm
2692,1263,120,7,3,becoming infected,"[(9148364968459358513, 1, 2)]",infected,infect,infect
2693,1263,120,7,13,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
2694,1263,120,7,18,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2695,1264,120,8,8,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
2696,1264,120,8,19,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2697,1264,120,8,23,increased,"[(9148364968459358513, 0, 1)]",increased,increase,increase
2698,1266,120,10,4,infected,"[(9148364968459358513, 0, 1)]",infected,infect,infect
2699,1267,120,11,5,develop,"[(9148364968459358513, 0, 1)]",develop,develop,develop
2700,1267,120,11,9,antibodies,"[(9148364968459358513, 0, 1)]",antibodies,antibodies,
2701,1267,120,11,11,overcoming,"[(9148364968459358513, 0, 1)]",overcoming,overcome,observe
2702,1268,121,0,21,contributing,"[(9148364968459358513, 0, 1)]",contributing,contribute,provide
2703,1269,121,1,11,closely related,"[(9148364968459358513, 1, 2)]",related,relate,relate
2704,1271,121,3,12,have shown enhanced,"[(9148364968459358513, 1, 2), (9148364968459358513, 1, 3), (9148364968459358513, 2, 3)]",enhanced,enhance,enhance
2705,1271,121,3,19,randomized,"[(9148364968459358513, 0, 1)]",randomized,randomize,randomize
2706,1272,121,4,6,allowed,"[(9148364968459358513, 0, 1)]",allowed,allow,include
2707,1272,121,4,8,tolerated,"[(9148364968459358513, 0, 1)]",tolerated,tolerate,induce
2708,1272,121,4,18,reach,"[(9148364968459358513, 0, 1)]",reach,reach,make
2709,1272,121,4,27,persist,"[(9148364968459358513, 0, 1)]",persist,persist,induce
2710,1272,121,4,30,increased,"[(9148364968459358513, 0, 1)]",increased,increase,increase
2711,1273,121,5,14,have focused,"[(9148364968459358513, 1, 2)]",focused,focus,focus
2712,1274,121,6,1,plays,"[(9148364968459358513, 0, 1)]",plays,play,play
2713,1274,121,6,12,inhibiting,"[(9148364968459358513, 0, 1)]",inhibiting,inhibit,observe
2714,1275,121,7,2,have shown,"[(9148364968459358513, 1, 2)]",shown,show,show
2715,1275,121,7,17,significantly reducing,"[(9148364968459358513, 1, 2)]",reducing,reduce,reduce
2716,1275,121,7,32,reducing,"[(9148364968459358513, 0, 1)]",reducing,reduce,reduce
2717,1276,121,8,6,administering,"[(9148364968459358513, 0, 1)]",administering,administer,treat
2718,1276,121,8,20,has,"[(9148364968459358513, 0, 1)]",has,have,
2719,1277,121,9,19,controlling,"[(9148364968459358513, 0, 1)]",controlling,control,observe
2720,1279,121,11,2,aims,"[(9148364968459358513, 0, 1)]",aims,aim,aim
2721,1279,121,11,4,provide,"[(9148364968459358513, 0, 1)]",provide,provide,provide
2722,1280,122,0,15,usually follows,"[(9148364968459358513, 1, 2)]",follows,follow,follow
2723,1281,122,1,7,generally provoke,"[(9148364968459358513, 1, 2)]",provoke,provoke,elicit
2724,1282,122,2,4,can be seen,"[(9148364968459358513, 2, 3)]",seen,see,see
2725,1283,122,3,3,have been reported,"[(9148364968459358513, 2, 3)]",reported,report,report
2726,1283,122,3,9,combined,"[(9148364968459358513, 0, 1)]",combined,combine,combine
2727,1285,122,5,6,induced,"[(9148364968459358513, 0, 1)]",induced,induce,induce
2728,1285,122,5,16,coronavac,"[(9148364968459358513, 0, 1)]",coronavac,coronavac,
2729,1286,122,6,11,presented,"[(9148364968459358513, 0, 1)]",presented,present,induce
2730,1286,122,6,15,developed,"[(9148364968459358513, 0, 1)]",developed,develop,develop
2731,1287,122,7,11,responded,"[(9148364968459358513, 0, 1)]",responded,respond,respond
2732,1288,123,0,17,now overwhelmingly spreading,"[(9148364968459358513, 2, 3)]",spreading,spread,circulate
2733,1289,123,1,30,widely administrated,"[(9148364968459358513, 1, 2)]",administrated,administrate,treat
2734,1289,123,1,23,vectored,"[(9148364968459358513, 0, 1)]",vectored,vectored,
2735,1289,123,1,35,including,"[(9148364968459358513, 0, 1)]",including,include,include
2736,1289,123,1,38,pursue,"[(9148364968459358513, 0, 1)]",pursue,pursue,use
2737,1290,123,2,2,investigated,"[(9148364968459358513, 0, 1)]",investigated,investigate,investigate
2738,1290,123,2,12,elicited,"[(9148364968459358513, 0, 1)]",elicited,elicit,elicit
2739,1290,123,2,30,following,"[(9148364968459358513, 0, 1)]",following,follow,follow
2740,1291,123,3,1,found,"[(9148364968459358513, 0, 1)]",found,find,receive
2741,1291,123,3,7,induced,"[(9148364968459358513, 0, 1)]",induced,induce,induce
2742,1292,123,4,17,elevated,"[(9148364968459358513, 0, 1)]",elevated,elevate,boost
2743,1292,123,4,21,neutralizing,"[(9148364968459358513, 0, 1)]",neutralizing,neutralize,neutralize
2744,1293,123,5,6,further demonstrated,"[(9148364968459358513, 1, 2)]",demonstrated,demonstrate,show
2745,1293,123,5,30,significantly enhanced,"[(9148364968459358513, 1, 2)]",enhanced,enhance,enhance
2746,1293,123,5,15,derived,"[(9148364968459358513, 0, 1)]",derived,derive,derive
2747,1293,123,5,18,encoding,"[(9148364968459358513, 0, 1)]",encoding,encode,encode
2748,1293,123,5,33,neutralizing,"[(9148364968459358513, 0, 1)]",neutralizing,neutralize,neutralize
2749,1293,123,5,36,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
2750,1293,123,5,41,following,"[(9148364968459358513, 0, 1)]",following,follow,follow
2751,1293,123,5,50,encoding,"[(9148364968459358513, 0, 1)]",encoding,encode,encode
2752,1294,123,6,10,inform,"[(9148364968459358513, 0, 1)]",inform,inform,inform
2753,1295,124,0,24,have proven,"[(9148364968459358513, 1, 2)]",proven,prove,show
2754,1295,124,0,33,also show,"[(9148364968459358513, 1, 2)]",show,show,show
2755,1295,124,0,38,leading,"[(9148364968459358513, 0, 1)]",leading,lead,induce
2756,1296,124,1,3,analyzed,"[(9148364968459358513, 0, 1)]",analyzed,analyze,test
2757,1296,124,1,9,predicts,"[(9148364968459358513, 0, 1)]",predicts,predict,predict
2758,1297,124,2,10,received,"[(9148364968459358513, 0, 1)]",received,receive,receive
2759,1297,124,2,19,completed,"[(9148364968459358513, 0, 1)]",completed,complete,complete
2760,1298,124,3,2,were collected,"[(9148364968459358513, 1, 2)]",collected,collect,collect
2761,1298,124,3,13,tested,"[(9148364968459358513, 0, 1)]",tested,test,test
2762,1299,124,4,9,was used,"[(9148364968459358513, 1, 2)]",used,use,use
2763,1299,124,4,1,penalized,"[(9148364968459358513, 0, 1)]",penalized,penalize,penalize
2764,1299,124,4,5,fitted,"[(9148364968459358513, 0, 1)]",fitted,fit,match
2765,1299,124,4,12,correlate,"[(9148364968459358513, 0, 1)]",correlate,correlate,correlate
2766,1300,124,5,2,were enrolled,"[(9148364968459358513, 1, 2)]",enrolled,enrol,enrol
2767,1301,124,6,6,aes occurred,"[(9148364968459358513, 1, 2)]",occurred,occur,receive
2768,1302,124,7,7,were measured,"[(9148364968459358513, 1, 2)]",measured,measure,evaluate
2769,1303,124,8,5,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2770,1304,124,9,4,identified,"[(9148364968459358513, 0, 1)]",identified,identify,receive
2771,1305,124,10,6,predicting,"[(9148364968459358513, 0, 1)]",predicting,predict,predict
2772,1306,124,11,3,predict,"[(9148364968459358513, 0, 1)]",predict,predict,predict
2773,1308,125,0,9,were developed,"[(9148364968459358513, 1, 2)]",developed,develop,develop
2774,1309,125,1,14,be approved,"[(9148364968459358513, 1, 2)]",approved,approve,approve
2775,1309,125,1,3,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2776,1310,125,2,1,evaluated,"[(9148364968459358513, 0, 1)]",evaluated,evaluate,evaluate
2777,1310,125,2,5,induced,"[(9148364968459358513, 0, 1)]",induced,induce,induce
2778,1310,125,2,10,dose,"[(9148364968459358513, 0, 1)]",dose,dose,dose
2779,1310,125,2,29,antibodies,"[(9148364968459358513, 0, 1)]",antibodies,antibodies,
2780,1311,125,3,21,serologically tested,"[(9148364968459358513, 1, 2)]",tested,test,test
2781,1311,125,3,36,using,"[(9148364968459358513, 0, 1)]",using,use,use
2782,1312,125,4,9,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2783,1312,125,4,20,dose,"[(9148364968459358513, 0, 1)]",dose,dose,dose
2784,1312,125,4,28,increased,"[(9148364968459358513, 0, 1)]",increased,increase,increase
2785,1313,125,5,21,never infected,"[(9148364968459358513, 1, 2)]",infected,infect,infect
2786,1313,125,5,5,showed,"[(9148364968459358513, 0, 1)]",showed,show,show
2787,1313,125,5,18,compared,"[(9148364968459358513, 0, 1)]",compared,compare,compare
2788,1314,125,6,4,highlighted,"[(9148364968459358513, 0, 1)]",highlighted,highlight,highlight
2789,1314,125,6,14,identify,"[(9148364968459358513, 0, 1)]",identify,identify,receive
2790,1314,125,6,25,evaluate,"[(9148364968459358513, 0, 1)]",evaluate,evaluate,evaluate
2791,1314,125,6,29,elicited,"[(9148364968459358513, 0, 1)]",elicited,elicit,elicit
2792,1315,125,7,12,were stratified,"[(9148364968459358513, 1, 2)]",stratified,stratify,stratify
2793,1315,125,7,3,highlighted,"[(9148364968459358513, 0, 1)]",highlighted,highlight,highlight
2794,1316,125,8,2,obtained show,"[(9148364968459358513, 0, 1)]",obtained,obtain,induce
2795,1316,125,8,7,could play,"[(9148364968459358513, 1, 2)]",play,play,play
2796,1316,125,8,18,subjected,"[(9148364968459358513, 0, 1)]",subjected,subject,subject
2797,1317,125,9,12,follow eventually acquired,"[(9148364968459358513, 0, 1), (9148364968459358513, 2, 3)]",acquired,acquire,acquire
2798,1317,125,9,8,is needed,"[(9148364968459358513, 1, 2)]",needed,need,need
2799,1319,126,1,17,contributing,"[(9148364968459358513, 0, 1)]",contributing,contribute,provide
2800,1320,126,2,3,tested,"[(9148364968459358513, 0, 1)]",tested,test,test
2801,1320,126,2,19,estimated,"[(9148364968459358513, 0, 1)]",estimated,estimate,aim
2802,1321,126,3,1,used,"[(9148364968459358513, 0, 1)]",used,use,use
2803,1321,126,3,6,generate,"[(9148364968459358513, 0, 1)]",generate,generate,generate
2804,1321,126,3,14,examined,"[(9148364968459358513, 0, 1)]",examined,examine,test
2805,1321,126,3,33,using,"[(9148364968459358513, 0, 1)]",using,use,use
2806,1322,126,4,3,tested,"[(9148364968459358513, 0, 1)]",tested,test,test
2807,1322,126,4,12,representing,"[(9148364968459358513, 0, 1)]",representing,represent,induce
2808,1322,126,4,18,estimated,"[(9148364968459358513, 0, 1)]",estimated,estimate,aim
2809,1323,126,5,1,increased,"[(9148364968459358513, 0, 1)]",increased,increase,increase
2810,1324,126,6,4,ranged,"[(9148364968459358513, 0, 1)]",ranged,range,range
2811,1324,126,6,17,including,"[(9148364968459358513, 0, 1)]",including,include,include
2812,1324,126,6,24,fold,"[(9148364968459358513, 0, 1)]",fold,fold,fold
2813,1326,126,8,11,can provide,"[(9148364968459358513, 1, 2)]",provide,provide,provide
2814,1326,126,8,16,appropriately target,"[(9148364968459358513, 1, 2)]",target,target,aim
2815,1326,126,8,0,strengthening,"[(9148364968459358513, 0, 1)]",strengthening,strengthen,strengthen
2816,1327,127,0,1,verify,"[(9148364968459358513, 0, 1)]",verify,verify,confirm
2817,1327,127,0,7,investigate,"[(9148364968459358513, 0, 1)]",investigate,investigate,investigate
2818,1327,127,0,16,related,"[(9148364968459358513, 0, 1)]",related,relate,relate
2819,1328,127,1,5,was conducted,"[(9148364968459358513, 1, 2)]",conducted,conduct,induce
2820,1328,127,1,10,detect,"[(9148364968459358513, 0, 1)]",detect,detect,detect
2821,1328,127,1,15,including,"[(9148364968459358513, 0, 1)]",including,include,include
2822,1329,127,2,7,were enrolled,"[(9148364968459358513, 1, 2)]",enrolled,enrol,enrol
2823,1330,127,3,23,were enrolled,"[(9148364968459358513, 1, 2)]",enrolled,enrol,enrol
2824,1330,127,3,19,returning,"[(9148364968459358513, 0, 1)]",returning,return,induce
2825,1331,127,4,4,occurred,"[(9148364968459358513, 0, 1)]",occurred,occur,receive
2826,1332,127,5,8,were found,"[(9148364968459358513, 1, 2)]",found,find,receive
2827,1333,127,6,0,according,"[(9148364968459358513, 0, 1)]",according,accord,match
2828,1334,127,7,6,can be provided,"[(9148364968459358513, 2, 3)]",provided,provide,provide
2829,1335,127,8,0,according,"[(9148364968459358513, 0, 1)]",according,accord,match
2830,1336,127,9,11,is developed,"[(9148364968459358513, 1, 2)]",developed,develop,develop
2831,1337,128,0,18,well established,"[(9148364968459358513, 1, 2)]",established,establish,establish
2832,1338,128,1,20,be determined,"[(9148364968459358513, 1, 2)]",determined,determine,observe
2833,1338,128,1,6,cellâmediated,"[(9148364968459358513, 0, 1)]",cellâmediated,cellâmediated,
2834,1338,128,1,13,threatening,"[(9148364968459358513, 0, 1)]",threatening,threaten,threaten
2835,1338,128,1,17,has,"[(9148364968459358513, 0, 1)]",has,have,
2836,1339,128,2,8,determine,"[(9148364968459358513, 0, 1)]",determine,determine,observe
2837,1339,128,2,17,associated,"[(9148364968459358513, 0, 1)]",associated,associate,associate
2838,1340,128,3,32,were detected,"[(9148364968459358513, 1, 2)]",detected,detect,detect
2839,1340,128,3,0,increased,"[(9148364968459358513, 0, 1)]",increased,increase,increase
2840,1340,128,3,3,circulating,"[(9148364968459358513, 0, 1)]",circulating,circulate,circulate
2841,1340,128,3,19,decreased,"[(9148364968459358513, 0, 1)]",decreased,decrease,decrease
2842,1340,128,3,27,expressing,"[(9148364968459358513, 0, 1)]",expressing,express,induce
2843,1341,128,4,33,producing,"[(9148364968459358513, 0, 1)]",producing,produce,induce
2844,1341,128,4,36,permitted,"[(9148364968459358513, 0, 1)]",permitted,permit,include
2845,1342,128,5,7,show,"[(9148364968459358513, 0, 1)]",show,show,show
2846,1342,128,5,16,allowed,"[(9148364968459358513, 0, 1)]",allowed,allow,include
2847,1343,128,6,3,circulating,"[(9148364968459358513, 0, 1)]",circulating,circulate,circulate
2848,1344,128,7,19,therefore might impact,"[(9148364968459358513, 2, 3)]",impact,impact,affect
2849,1344,128,7,2,provides,"[(9148364968459358513, 0, 1)]",provides,provide,provide
2850,1344,128,7,12,involved,"[(9148364968459358513, 0, 1)]",involved,involve,need
2851,1344,128,7,23,cellâbased,"[(9148364968459358513, 0, 1)]",cellâbased,cellâbased,
2852,1344,128,7,25,designs,"[(9148364968459358513, 0, 1)]",designs,design,design
2853,1345,129,0,14,infect,"[(9148364968459358513, 0, 1)]",infect,infect,infect
2854,1345,129,0,20,leading,"[(9148364968459358513, 0, 1)]",leading,lead,induce
2855,1346,129,1,2,aimed,"[(9148364968459358513, 0, 1)]",aimed,aim,aim
2856,1346,129,1,4,conduct,"[(9148364968459358513, 0, 1)]",conduct,conduct,induce
2857,1346,129,1,9,collecting,"[(9148364968459358513, 0, 1)]",collecting,collect,collect
2858,1346,129,1,11,reviewing,"[(9148364968459358513, 0, 1)]",reviewing,review,review
2859,1346,129,1,14,published,"[(9148364968459358513, 0, 1)]",published,publish,emerge
2860,1347,129,2,3,systematically searched,"[(9148364968459358513, 1, 2)]",searched,search,explore
2861,1347,129,2,22,collect,"[(9148364968459358513, 0, 1)]",collect,collect,collect
2862,1347,129,2,26,related,"[(9148364968459358513, 0, 1)]",related,relate,relate
2863,1348,129,3,3,identified,"[(9148364968459358513, 0, 1)]",identified,identify,receive
2864,1348,129,3,10,met,"[(9148364968459358513, 0, 1)]",met,meet,meet
2865,1348,129,3,16,cover,"[(9148364968459358513, 0, 1)]",cover,cover,cover
2866,1349,129,4,11,were calculated,"[(9148364968459358513, 1, 2)]",calculated,calculate,aim
2867,1350,129,5,14,was recorded,"[(9148364968459358513, 1, 2)]",recorded,record,receive
2868,1351,129,6,4,was reported,"[(9148364968459358513, 1, 2)]",reported,report,report
2869,1353,129,8,5,was recorded,"[(9148364968459358513, 1, 2)]",recorded,record,receive
2870,1355,129,10,18,guide,"[(9148364968459358513, 0, 1)]",guide,guide,aim
2871,1356,130,0,18,incidentally found,"[(9148364968459358513, 1, 2)]",found,find,receive
2872,1356,130,0,8,emerging,"[(9148364968459358513, 0, 1)]",emerging,emerge,emerge
2873,1357,130,1,3,investigated,"[(9148364968459358513, 0, 1)]",investigated,investigate,investigate
2874,1357,130,1,7,predisposing,"[(9148364968459358513, 0, 1)]",predisposing,predispose,predispose
2875,1357,130,1,11,imaging,"[(9148364968459358513, 0, 1)]",imaging,image,aim
2876,1357,130,1,16,related,"[(9148364968459358513, 0, 1)]",related,relate,relate
2877,1358,130,2,19,had pre,"[(9148364968459358513, 1, 2)]",pre,pre,
2878,1358,130,2,3,included,"[(9148364968459358513, 0, 1)]",included,include,include
2879,1358,130,2,9,received,"[(9148364968459358513, 0, 1)]",received,receive,receive
2880,1358,130,2,15,based,"[(9148364968459358513, 0, 1)]",based,base,base
2881,1359,130,3,6,were reviewed,"[(9148364968459358513, 1, 2)]",reviewed,review,review
2882,1359,130,3,19,comparing,"[(9148364968459358513, 0, 1)]",comparing,compare,compare
2883,1360,130,4,8,further reviewed,"[(9148364968459358513, 1, 2)]",reviewed,review,review
